timestamp,row_id,fac,run_mode,success,input_tokens,output_tokens,cost_usd,attempts
2026-04-02 19:15:24.967816,890_3,890,all,TRUE,1157,114,0.00518,1
2026-04-02 19:15:29.88984,890_4,890,all,TRUE,1155,137,0.00552,1
2026-04-02 19:15:31.86945,896_1,896,all,TRUE,1090,59,0.00416,1
2026-04-02 19:15:33.89757,896_2,896,all,TRUE,1097,60,0.00419,1
2026-04-02 19:15:37.101734,896_3,896,all,TRUE,1097,89,0.00463,1
2026-04-02 19:15:40.741743,896_4,896,all,TRUE,1111,106,0.00492,1
2026-04-02 19:15:44.945082,905_1,905,all,TRUE,1311,108,0.00555,1
2026-04-02 19:15:49.015159,905_2,905,all,TRUE,1263,113,0.00548,1
2026-04-02 19:15:53.073824,905_3,905,all,TRUE,1296,127,0.00579,1
2026-04-02 19:15:56.603702,907_1,907,all,TRUE,1242,110,0.00538,1
2026-04-02 19:15:59.889236,907_2,907,all,TRUE,1236,88,0.00503,1
2026-04-02 19:16:03.774693,907_3,907,all,TRUE,1267,109,0.00544,1
2026-04-02 19:16:07.771775,907_4,907,all,TRUE,1207,118,0.00539,1
2026-04-02 19:16:10.929217,907_5,907,all,TRUE,1231,99,0.00518,1
2026-04-02 19:16:13.076182,916_1,916,all,TRUE,1155,60,0.00436,1
2026-04-02 19:16:16.787056,916_2,916,all,TRUE,1153,114,0.00517,1
2026-04-02 19:16:21.160352,916_3,916,all,TRUE,1173,119,0.0053,1
2026-04-02 19:16:25.348295,916_4,916,all,TRUE,1149,121,0.00526,1
2026-04-02 19:16:29.736957,928_1,928,all,TRUE,1181,122,0.00537,1
2026-04-02 19:16:33.450564,928_2,928,all,TRUE,1161,119,0.00527,1
2026-04-02 19:16:38.075204,928_3,928,all,TRUE,1186,127,0.00546,1
2026-04-02 19:16:42.585753,928_4,928,all,TRUE,1168,123,0.00535,1
2026-04-02 19:16:46.412402,931_1,931,all,TRUE,1100,113,0.00499,1
2026-04-02 19:16:49.471486,931_2,931,all,TRUE,1087,98,0.00473,1
2026-04-02 19:16:53.507869,931_3,931,all,TRUE,1114,127,0.00525,1
2026-04-02 19:16:57.380243,931_4,931,all,TRUE,1138,116,0.00515,1
2026-04-02 19:17:01.190412,932_1,932,all,TRUE,1113,117,0.00509,1
2026-04-02 19:17:04.761446,932_2,932,all,TRUE,1111,114,0.00504,1
2026-04-02 19:17:09.453171,932_3,932,all,TRUE,1119,130,0.00531,1
2026-04-02 19:17:12.843771,932_4,932,all,TRUE,1115,103,0.00489,1
2026-04-02 19:17:16.786277,932_5,932,all,TRUE,1107,133,0.00532,1
2026-04-02 19:17:19.206407,935_1,935,all,TRUE,1108,59,0.00421,1
2026-04-02 19:17:21.443392,935_2,935,all,TRUE,1115,59,0.00423,1
2026-04-02 19:17:24.307762,935_3,935,all,TRUE,1108,60,0.00422,1
2026-04-02 19:17:27.868997,935_4,935,all,TRUE,1121,112,0.00504,1
2026-04-02 19:17:31.830436,935_5,935,all,TRUE,1125,106,0.00496,1
2026-04-02 19:17:34.683039,936_1,936,all,TRUE,1117,92,0.00473,1
